日期,工作名稱,公司名稱,公司地址,薪資,工作內容,地區,經歷,學歷,公司人數,文章編號,工作網址
廣告,專案工程師,國立成功大學_數位生活科技研發中心,台南市東區國立成功大學資訊工程系數位生活科技研發中心,"33,000",能與團隊良好溝通熟悉C語言程式開發，能靈活運用指標熟悉網頁撰寫，PHP、MySQL、Java script、Python具備以框架開發PHP的經驗尤佳熟悉使用Git版本控制[薪資待遇] 依國立成功大學專案工作人員薪點支給待遇標準聘任 http://pers.ncku.edu.tw/var/file/29/1029/img/3068/reg18-01.pdf,台南市東區,經歷不拘,大學,遠端工作,5c7jc,www.104.com.tw/job/5c7jc?jobsource=hotjob_chr
9/06,Python Data Scientist,BigGo_樂方股份有限公司,高雄市鼓山區中華一路828號13樓,待遇面議,"BigGo - Python 資料科學家BigGo是全球超過十二個國家上線的跨境的商品搜尋引擎，是目前台灣, 南美跟東南亞最大的比價服務網站。我們正在為全球市場招募Python 資料科學家我們擁有人類史上數量級最龐大的全球商品資料庫",高雄市鼓山區,經歷不拘,大學,員工45人,7op6q,www.104.com.tw/job/7op6q?jobsource=jolist_c_relevance
9/04,Python 工程師,台灣宸運雲端有限公司,台中市西屯區安和路168號6樓之一,"35,000",工作內容：- Python 監控與維運系統開發/DevOps。職務要求： - Python 實務開發經驗。- 熟悉 JSON 、RESTful Web Services。- 具有 Git 版本控制相關知識。- 熟悉 Linux 基本,台中市西屯區,1年以上,學歷不拘,員工70人,6guen,www.104.com.tw/job/6guen?jobsource=jolist_c_relevance
9/04,Python研發工程師,聖璟科技有限公司,高雄市新興區中正三路,待遇面議,我們正在尋找一位熟練的Python研發人員，將負責開發高效、可靠的系統，以收集和分析網絡數據。以下是我們對理想候選人的期望條件：1. 具備python開發技能2. 熟悉Python 和 Selenium、BeautifulSoup、,高雄市新興區,2年以上,專科,員工10人,81niw,www.104.com.tw/job/81niw?jobsource=jolist_c_relevance
9/04,Python 工程師,明潤電腦有限公司,台中市西屯區台灣大道二段633號,待遇面議,1. 熟悉 Python 程式語言、有物件導向開發概念2. 熟悉爬蟲套件，例如 Selenium、BeautifulSoup、Scrapy 等3. 熟悉 Git版本管理4. 熟练並掌握常用的設計模式. 熟练常用的異步編程手段,台中市西屯區,3年以上,專科,,7uskr,www.104.com.tw/job/7uskr?jobsource=jolist_c_relevance
8/14,Python影像辨識工程師,黑鏡科技股份有限公司,台中市西屯區福科路620巷18弄11號,待遇面議,1. 負責軟體之分析、設計以及程式撰寫。2. 規劃執行軟體架構及模組之設計，並控管軟體設計進度。3. 進行軟體之測試與修改。4. 熟悉Python或C#相關套件。。. 具有OpenCV或Halcon或其他OpenSoruce等等之影像分,台中市西屯區,1年以上,專科,,7ydgy,www.104.com.tw/job/7ydgy?jobsource=jolist_c_relevance
9/05,Python後端工程師(台中總部),誠雲科技股份有限公司,台中市西屯區台灣大道四段925號16F-3,"30,000",- 熟悉 Python- 熟悉 Web 程式開發- 具Linux主機維護經驗佳- 有api server開發經驗佳其它條件 1. 網路應用程式開發有極大熱忱2. 思路清晰，有良好溝通協調能力3. 積極、認真與負責，喜好,台中市西屯區,經歷不拘,專科,員工30人,4cifp,www.104.com.tw/job/4cifp?jobsource=jolist_c_relevance
9/06,Python工程師,BigGo_樂方股份有限公司,高雄市鼓山區中華一路828號13樓,"35,000",BigGo - Python 程式設計師 高雄 / Work From HomeBigGo是全球第一間跨境的商品搜尋引擎，是台灣跟東南亞最大的比價服務網站。我們正在為全球市場招募Python 工程師。BigGo 用了數十種不同的程式語言再各,高雄市鼓山區,經歷不拘,大學,員工45人,63ffy,www.104.com.tw/job/63ffy?jobsource=jolist_c_relevance
8/28,Python程式設計工程師（學期實習）,宥倍實業股份有限公司,高雄市橋頭區新莊路保金巷11號,待遇面議,我們是一群活潑年輕的開發團隊，具備工業自動化系統開發與數據分析的經驗，主要客戶群是日本企業與臺灣的上市櫃公司，如您具備以下特質與專長，歡迎您來與我們共同創造團隊價值：【實習職務】1. 對『Python 程式及SQL』有強烈興趣及意願者。2,高雄市橋頭區,1年以上,大學,員工60人,82boo,www.104.com.tw/job/82boo?jobsource=jolist_c_relevance
9/01,Python 後端工程師(全遠端工作/週休2.5日),環球誠信有限公司,高雄市鼓山區明華路315號13樓之1,"730,000",1. 負責平台後端開發、維護及優化。2. 負責平台與第三方服務之串接。3. 熟悉RESTful API使用。4. 具備Python使用經驗。. 具備MySQL使用經驗。6. 具備Git/Gitflow操作，包含branch、,高雄市鼓山區,5年以上,大學,員工70人,7sul0,www.104.com.tw/job/7sul0?jobsource=jolist_c_relevance
9/06,後端工程師 Python Engineer,全富數位有限公司,台中市北區崇德路一段631號11樓之1,"50,000",歡迎有一定程度 Python基礎，並具 Web 研發相關知識， 願意對技術持續精進的熱血工程師投遞。 職責要求： 1. 從事 Python Web 相關工作。 2. 熟悉網路爬蟲技術3. 持續優化產品的效能和質量4.,台中市北區,經歷不拘,學歷不拘,員工100人,6izvs,www.104.com.tw/job/6izvs?jobsource=jolist_c_relevance
9/02,【研究發展】Web後端工程師 Back-End Engineer（Python）,玩構網路科技有限公司,高雄市楠梓區,"42,000",官網 https://www.genape.ai/應用程式 http://app.genape.ai/【工作內容】1. 以Python 技術為主的 Web 服務的技術選型、架構設計2. 開發產品後台及 API3. 負責後端 API 的設,高雄市楠梓區,經歷不拘,專科,員工12人,81gfm,www.104.com.tw/job/81gfm?jobsource=jolist_c_relevance
8/29,[高雄] 中階/資深後端工程師 Mid/Senior Backend Engineer (Python/Django),"Linker Vision Co., Ltd._鑫蘊林科股份有限公司",高雄市前鎮區高雄軟體園區,"50,000", Python/FastAPI/Django to develop new features and enhance existing features for Computer Vision AI services.▸ Collaborating,高雄市前鎮區,經歷不拘,大學,員工60人,7ize1,www.104.com.tw/job/7ize1?jobsource=jolist_c_relevance
9/06,Data Engineer / 資料工程師(Python),馬來西亞商極限電腦科技有限公司台灣分公司,台中市西屯區文心路二段201號,待遇面議,分析、行銷分析、產品分析...，產生建議報告、產品分析報表等  - 使用Python，以Flask/Django等微服務框架，開發資料分析平台【加分特質】  - 良好的溝通能力  - 資訊管理學系/資訊工程學系/資訊與設計系或資訊相關科系,台中市西屯區,1年以上,專科,員工37人,82m8t,www.104.com.tw/job/82m8t?jobsource=jolist_c_relevance
7/25,Back-end Developer 後端工程師 | Python Flask&Django,脈動心聯股份有限公司,台中市中區綠川西街135號12F,"36,000",【工作內容】1、熟練掌握 Python，並具備良好的編碼風格及編碼能力2、熟悉Flask、Django等框架，具有開發設計能力3、後端系統開發及維運4、與前端工程師配合，討論開發API，完成產品開發、撰寫API設計文件、第三方API介,台中市中區,1年以上,專科,員工15人,7xw07,www.104.com.tw/job/7xw07?jobsource=jolist_c_relevance
4/21,東海大學人工智慧中心誠徵AI工程師,東海大學,台中市西屯區台灣大道四段1727號(東海大學)人工智慧中心,"40,000",解與實作能力-薪資依實務經驗與年資可面議技術要求1.熟悉Python2.實際參與AI相關專案我們是軟體開發團隊，產品持續改善與功能精進是團隊目標，需優秀的您加入我們。,台中市西屯區,經歷不拘,大學,,7gqao,www.104.com.tw/job/7gqao?jobsource=jolist_c_relevance
9/01,資深Python 後端工程師(全遠端工作/週休2.5日),環球誠信有限公司,高雄市鼓山區明華路315號13樓之1,"900,000",1. 負責平台後端開發、維護及優化。2. 負責平台與第三方服務之串接。3. 熟悉RESTful API使用。4. 具備MySQL使用經驗。 . 具備Git/Gitflow操作，包含branch、conflict解決衝突等操作。,高雄市鼓山區,1年以上,大學,員工70人,75gdf,www.104.com.tw/job/75gdf?jobsource=jolist_c_relevance
9/04,KH4103-軟體開發工程師(機器學習/影像辨識)-高雄前鎮區,頎邦科技股份有限公司,高雄市前鎮區高雄市前鎮區南一路11號/南六路5號,待遇面議,1. 機器學習、深度學習、影像辨識軟體開發2. 表面Defect檢測開發/效率提升專案3. CIM/MES系統及AI系統整合◎依學經歷、科系、經驗相關性、特殊需求證照及專長等條件核敘個人薪資。,高雄市前鎮區,1年以上,大學,上市上櫃,7oemq,www.104.com.tw/job/7oemq?jobsource=jolist_c_relevance
8/26,Python軟體工程師,巨兆數位有限公司,台中市西屯區市政路500號,"35,000",需要你能 :1. 使用 Sanic、Celery、AsyncIO 等框架開發2. 具備 Python 開發及解決問題的能力3. 熟悉 Git，了解 Git Flow3. 有責任感、邏輯分析能力. 良好的團隊合作及關係6. 熱愛技術研,台中市西屯區,2年以上,高中,員工50人,7t50n,www.104.com.tw/job/7t50n?jobsource=jolist_c_relevance
9/05,爬蟲工程師,鑫寶易有限公司,高雄市左營區博愛路,"36,000",1. 我們希望您在Python編程方面有豐富的經驗，並熟悉其生態系統。您應熟悉常見的Python庫和框架，並能夠編寫高效且易於維護的代碼。2. 熟悉Android ADB自動化測試：項目涉及與Android設備交互，因此熟悉Android,高雄市左營區,經歷不拘,專科,,83j16,www.104.com.tw/job/83j16?jobsource=jolist_c_relevance
8/29,Embedded Linux software engineer (高雄前鎮),微星科技股份有限公司,高雄市前鎮區中山二路2號,"35,000",1. Embedded Linux/RTOS C/Python firmware/driver development.2. Linux or Android BSP porting and integrating on embedded,高雄市前鎮區,2年以上,大學,上市上櫃,7zl7z,www.104.com.tw/job/7zl7z?jobsource=jolist_c_relevance
9/03,Python (Django、Flask)程式設計師,萊泀股份有限公司,台南市中西區,"30,000",1.利用Python 及MySQL進行網站後台系統開發及系統整合2.熟悉Django、Flask 其一框架 具有開發設計能力,台南市中西區,經歷不拘,學歷不拘,,7cs5e,www.104.com.tw/job/7cs5e?jobsource=jolist_d_relevance
8/29,Embedded Linux software engineer (高雄前鎮),微星科技股份有限公司,高雄市前鎮區中山二路2號,"35,000",1. Embedded Linux/RTOS C/Python firmware/driver development.2. Linux or Android BSP porting and integrating on embedded,高雄市前鎮區,2年以上,大學,上市上櫃,7zl7z,www.104.com.tw/job/7zl7z?jobsource=jolist_d_relevance
8/25,(Sr.) Automation Test Engineer - Tainan/Fully Remote,Zealogics Taiwan_美商邏輯技術有限公司台灣分公司,台南市新市區,待遇面議," capability- Proficiency in one of the Scripting Language (Python is required, C# or PowerShell is plus.)- Good",台南市新市區,3年以上,大學,員工100人,7fafq,www.104.com.tw/job/7fafq?jobsource=jolist_d_relevance
8/14,後端工程師,為格國際企業有限公司,台中市北區崇德路一段629號18樓之2,"40,000",熟悉：1. API 程式開發及維護2. SQL、Web form3. PHP 或是 Python 或是 JavaScript,台中市北區,2年以上,大學,員工200人,81vhn,www.104.com.tw/job/81vhn?jobsource=jolist_d_relevance
8/21,機器人研發工程師,科藝有限公司,高雄市大寮區鳳林路四段,待遇面議,我們正在尋找一位初級機器人工程師加入我們不断成長的團隊。我們理想的候選人是對機器人和設備自動化有熱情，這點最為重要。職責：1. 使用Python設計和開發機器人系統。2. 熟悉相關硬件平台，如Arduino和Raspberry Pi 作業,高雄市大寮區,經歷不拘,大學,外商公司,7vqjc,www.104.com.tw/job/7vqjc?jobsource=jolist_d_relevance
9/07,AI助理工程師,百國科技股份有限公司,高雄市大寮區內坑路158-79號,"30,000",1.	協助工程師進行軟體開發、AI辨識測試及辨識結果統計2.	協助整理AI圖像樣本資料庫與AI影像標記3.	具備程式開發基礎尤佳4.	協助追蹤專案進度.	具備良好溝通能力、確認客戶需求,高雄市大寮區,經歷不拘,專科,員工30人,7sjxf,www.104.com.tw/job/7sjxf?jobsource=jolist_d_relevance
8/30,資安工程師(安環處/高雄),社團法人中華民國工業安全衛生協會,高雄市鼓山區裕誠路1091號5樓,"42,000",護、故障排除尤佳(C# ASP .NET、PHP、Python),高雄市鼓山區,經歷不拘,大學,員工170人,83kp7,www.104.com.tw/job/83kp7?jobsource=jolist_d_relevance
8/31,雲端基礎設施系統與平台事業部-BMC資深工程師(台南),光寶科技股份有限公司,台南市安平區平通路380號3樓,待遇面議,".產品韌體程式之撰寫、驗證、及維護。2.劃韌體架構及模組設計，並管控設計進度及開發流程。3.提升模組設計改善與提出設計流程。4.提供客戶之問題解決方案及技術支援。【職務要求】1.了解【C/C++ , python】或【 LUA】(擇一)",台南市安平區,2年以上,大學,上市上櫃,7g1eq,www.104.com.tw/job/7g1eq?jobsource=jolist_d_relevance
8/31,研發工程師,中山醫學大學附設醫院,台中市南區台中市南區建國北路一段110號,"38,000",開發人工智慧中心的研究平台與資料處理工具，需熟悉Python並具有Django的開發經驗，工作內容主要為開發數據ETL相關工具以及臨床應用網頁。,台中市南區,經歷不拘,大學,員工2900人,81d1s,www.104.com.tw/job/81d1s?jobsource=jolist_d_relevance
8/29,Computer Vision Data Scientist,怡良電機有限公司,高雄市鳳山區輜汽北二路6號3樓,待遇面議,"We are a fast-growing, research-driven AI Department building AI-Robotic solutions that helps corporate and factories overcome the challenges they face every day. Using novel machine learning techniques, we are revolutionizing the industry and have a track record of building things that others have ruled out as impossible. Our team is our best asset. We work with smart and talented individuals, who all enjoy a high degree of responsibility and independence in structuring their work. The team are looking for passionate Computer Vision - Data Scientist who are keen to work with like-minded individuals in a rapidly evolving environment. Role & Responsibilities ‧ Research, design, implement and evaluate novel computer vision algorithms to control Robot Arm. AI團隊正在尋找優秀的視覺軟體工程師，歡迎有興趣的您加入！我們是一個快速發展且以研究為基礎的AI部門，為企業及工廠提供AI機器人手臂的解決方案，加速產業自動化轉型。團隊使用機器學習技術，並致力於改變行業現狀，也在過去許多被認為不可能的專案上突破出良好的紀錄。團隊成員即是我們最珍貴的資產。每位夥伴聰明且富有才華，在團隊中善於合作、具有高度責任感與獨立性。我們團隊正在尋找充滿想法，且熱衷於在快速發展的環境中與志同道合的人合作的（計算機視覺 - 數據科學家）。角色 > 職責: 研究、設計、實施和評估新型計算機視覺演算法，以控制機器人手臂。 Job description1.Work closely with Robot team, Mechanical team to handle challenging project. 2.Deliver technical advice to our partners. 3.Develop innovative algorithmic tools that add value to our data products. 4.Developing high quality, low latency ML models.職位描述 1. Work 與機器人團隊，機械團隊密切合作，處理具有挑戰性的專案。2. 為我們的合作夥伴提供技術建議。 3. 開發創新的演算法工具，為我們的數據產品增加價值。 4. 開發高品質、低延遲的ML模型。",高雄市鳳山區,經歷不拘,碩士,員工60人,7eqtg,www.104.com.tw/job/7eqtg?jobsource=jolist_d_relevance
9/07,QA軟體測試工程師,凱納股份有限公司,台中市南屯區精科北路25號,待遇面議,例【工作技能】1.  1年以上軟體自動化測試經驗2.  熟悉Web測試框架或App e2e 測試框架 至少一種3.  熟悉Web e2e測試框架(Robot Framework)  4.  熟悉API測試.  至少熟悉Python語,台中市南屯區,經歷不拘,專科,員工160人,7lyqa,www.104.com.tw/job/7lyqa?jobsource=jolist_d_relevance
9/04,深度學習工程師,綠農電科股份有限公司,台南市中西區民生路二段307號22樓之2,"42,000",入新流程、工具與思維，讓開發更加順利。-	熟悉MlOps -	熟悉程式語言：Python-	熟悉深度學習框架TF/Torch-	熟悉Docker/Kubernetes/Kubeflow-	熟悉Git版控模式與工具-	 熟悉基本 web,台南市中西區,經歷不拘,碩士,員工20人,7310q,www.104.com.tw/job/7310q?jobsource=jolist_d_relevance
8/31,智慧控制程式設計修改,艾瑞蒙科技有限公司,台南市安平區育平九街229號,"28,000",Python建立學習資料庫、修改控制程式語法,台南市安平區,經歷不拘,學歷不拘,,835qs,www.104.com.tw/job/835qs?jobsource=jolist_d_relevance
9/04,10R0-大數據中心 演算法工程師,中國醫藥大學附設醫院,台中市北區育德路2號,待遇面議,"1.有能力建構數據分析環境, 並依據數據以及目標，建立完整分析流程，並視情況調整架構以及優化模型2.能針對自己的演算法明確的產出研究報告以及成效評估3.針對2D和3D影像擁有實務經驗尤佳4.熟悉以下語言(一項或多項)：熟悉Python程式開",台中市北區,3年以上,碩士,員工4000人,7ancr,www.104.com.tw/job/7ancr?jobsource=jolist_d_relevance
8/27,機率工程師,獨角獸多媒體設計有限公司,台南市永康區,"50,000",MATLAB、Python等。4.熟悉機率和統計理論，對數學模型和演算法有深入理解。.具備良好的問題解決能力和創新思維，能夠解決複雜的機率問題。6.良好的團隊合作精神和溝通能力，能夠有效協調各部門合作。,台南市永康區,2年以上,專科,遠端工作,82pyj,www.104.com.tw/job/82pyj?jobsource=jolist_d_relevance
3/13,數位IC驗證工程師 (台南),Phison Electronics Corp_群聯電子股份有限公司,台南市歸仁區歸仁十三路一段160號(陽明交通大學台南校區致遠樓),待遇面議,"1.參與UVM(Universal Verification Methodology)驗證環境建立及制定開發流程2.In-House VIP維護及開發3.參與專案之IP Level ,Sub-system Level驗證計畫及驗證環境開發4.產品應用 : PCIe SSD",台南市歸仁區,經歷不拘,碩士,上市上櫃,7esy1,www.104.com.tw/job/7esy1?jobsource=jolist_d_relevance
9/05,自動化測試實習生(ERC000),鈺登科技股份有限公司,台南市新市區台南市新市區創業路10號5樓,250~300,"ansible 等工具操作• 安裝及研究 Network Controller【你需要具備什麼？】 • Python, pytest, linux script 等程式語言能力 • Web 前後端經驗• 資料庫操作經驗 【期待你擁有的",台南市新市區,經歷不拘,碩士,員工160人,81at6,www.104.com.tw/job/81at6?jobsource=jolist_d_relevance
9/06,軟韌體自動化測試開發工程師 (台中)_12137,和碩集團_和碩聯合科技股份有限公司,台中市北區/台北關渡/桃園龜山,"32,000",1. 規劃生產線產品測試計畫(含測試設備清單)/撰寫產測工程文件2. 自動化產測程式與AOI程式整合開發(C++/Android/Python/Batch & Shell Script)3. 生產測試問題分析與誤判率改善4. 自動化治具與控,台中市北區,1年以上,大學,員工6000人,7wb2y,www.104.com.tw/job/7wb2y?jobsource=jolist_d_relevance
9/01,【2024研發替代役暨預聘-現正招募中】 人工智慧與機器視覺工程師(台南),群創光電股份有限公司,台南市新市區台南市新市區環西路一段3號,待遇面議,"以 C++, C# 及 Python 開發前瞻視覺檢測系統，運用最新的深度學習(deep learning)和機器學習算法，圖像識別，影像處理，機器學習、類神經網路。",台南市新市區,經歷不拘,碩士,上市上櫃,6ko34,www.104.com.tw/job/6ko34?jobsource=jolist_d_relevance
9/07,應用工程師,凱納股份有限公司,台中市南屯區精科南路99號,待遇面議,1.自動化測試工具撰寫2.驗證工具開發3.研發工具開發4.API撰寫.GUI圖形化介面設計,台中市南屯區,經歷不拘,大學,員工160人,6ciz9,www.104.com.tw/job/6ciz9?jobsource=jolist_d_relevance
5/04,Production Engineer (Pipeline TD) 工作地點:高雄市,兔將創意影業股份有限公司,高雄市鹽埕區堀江街9號,"30,000", the pipeline running smoothly.1. 維護pipeline系統運作2. 開發pipeline系統工具3. 開發多媒體軟體工具4. 管理算圖伺服器需要以下擅長能力:PythonMAYAHOUDINI,高雄市鹽埕區,經歷不拘,大學,員工200人,4pno5,www.104.com.tw/job/4pno5?jobsource=jolist_b_relevance
9/05,【網頁前端工程師】,星光整合行銷有限公司,台中市西屯區西屯路二段256巷6號2樓之2,"45,000",python⁕Cloudflare CDN操作經驗，SSL憑證，網路安全相關經驗⁕Elementor 應用◉各項福利待遇◉⁕三節禮金、年終獎金、生日禮金⁕勞健保補貼⁕免費聚餐⁕完整獎金制度⁕免費下午茶⁕年資獎勵金,台中市西屯區,經歷不拘,大學,員工30人,7zh5w,www.104.com.tw/job/7zh5w?jobsource=jolist_b_relevance
8/17,駐點系統工程師,華碩雲端股份有限公司,台南市新市區南部科學工業園區,待遇面議,本職位將負責HPC第一線協助系統建置(如介接帳號/帳務系統、監控系統等)，與後續系統管理及硬體(包含冷卻設備、機電設備)的故障叫修工作，並建立自動化持續改進流程，包含事前預防、事後補救、突發事件處理等，以確保線上服務高可用性目標。【工作內容】1.負責HPC之系統維護、更新及串接等工作2.負責HPC之軟硬體故障叫修，並與二三線工程師協作3.了解客戶需求，並規畫與執行相關解決方案4.以軟體工程方法開發程式，替代重複和手動性操作，構建自動化機制.測量與監控可用率、延遲、系統整體健康等，維持超級電腦營運服務6.系統工程與操作文件撰寫【其他】到職時第一個月需在新竹(近竹科)接受專業訓練【合約期間】至2026/12/31止,台南市新市區,經歷不拘,碩士,,7zyk0,www.104.com.tw/job/7zyk0?jobsource=jolist_b_relevance
9/04,10R0-大數據中心 系統工程師,中國醫藥大學附設醫院,台中市北區育德路2號,待遇面議,"Restful API和Python web框架(Flask, Django) 開發經驗.熟悉以下語言(一項或多項)：有物件導向觀念，並且熟悉Java或Python程式開發，具雲端架構,平行運算或大數據分析架構有實務經驗尤佳6.擁有MLOps經",台中市北區,3年以上,碩士,員工4000人,7ancv,www.104.com.tw/job/7ancv?jobsource=jolist_b_relevance
9/01,【台中分公司】資訊人員,群益期貨股份有限公司,台中市西屯區台灣大道二段633號3樓之6,"26,400",1.資訊相關軟硬體維護、控管及異常排除2.程式交易策略撰寫、維護及異常排除3.主管交辦事項,台中市西屯區,經歷不拘,大學,上市上櫃,73fb6,www.104.com.tw/job/73fb6?jobsource=jolist_b_relevance
8/16,Research Product Engineer (RPE),緯穎科技服務股份有限公司,台南市安定區北園三路8號,待遇面議," scripting language, such as C/C++/Python/shell/batch.3.Evaluate the product designs and build the manufacturing test",台南市安定區,經歷不拘,大學,上市上櫃,7iss1,www.104.com.tw/job/7iss1?jobsource=jolist_b_relevance
9/06,駐點系統工程師,台灣智慧雲端服務股份有限公司,台南市新市區南部科學工業園區 (南部科學園區),待遇面議,本職位將負責HPC第一線協助系統建置(如介接帳號/帳務系統、監控系統等)，與後續系統管理及硬體(包含冷卻設備、機電設備)的故障叫修工作，並建立自動化持續改進流程，包含事前預防、事後補救、突發事件處理等，以確保線上服務高可用性目標。【工作內容】1.負責HPC之系統維護、更新及串接等工作2.負責HPC之軟硬體故障叫修，並與二三線工程師協作3.了解客戶需求，並規畫與執行相關解決方案4.以軟體工程方法開發程式，替代重複和手動性操作，構建自動化機制.測量與監控可用率、延遲、系統整體健康等，維持超級電腦營運服務6.系統工程與操作文件撰寫【其他】到職時第一個月需在新竹(近竹科)接受專業訓練,台南市新市區,經歷不拘,碩士,,80ftx,www.104.com.tw/job/80ftx?jobsource=jolist_b_relevance
9/05,博士後研究員 或 研究專家(碩士或學士學歷可),國立成功大學_策略發展整合室 資訊分析組,台南市東區大學路1號(雲平大樓西棟7樓),待遇面議,"【工作內容】一、蒐集、整理與分析校務策略相關資料，並撰寫報告。二、利用資訊程式軟體 (如:python, Excel) 進行決策分析。三、協助本組行政業務。四、其他臨時交辦事項。",台南市東區,經歷不拘,大學,,82kc9,www.104.com.tw/job/82kc9?jobsource=jolist_b_relevance
9/01,"Software Engineer, Backend Developer",長佳智能股份有限公司,台中市西區台灣大道二段573號8樓,"40,000",1.負責開發與維護網站後端程式(PHP Laravel、Python Flask)2.負責資料庫規劃設計(MySQL、Redis)3.API開發、維護與文件撰寫4.第三方API串接與整合.研究軟體新技術與自動化工具,台中市西區,3年以上,大學,員工70人,82ub4,www.104.com.tw/job/82ub4?jobsource=jolist_b_relevance
8/25,台南廠-AI系統維護服務工程師,南茂科技股份有限公司,台南市新市區南科七路5號,"39,000",1. 前端網站建置及維護2. 整合串接廠內多種資訊流架構3. 使用微服務容器化開發工具，如Docker/K8S等4. 數據類及影像類預測模型系統開發及維護,台南市新市區,經歷不拘,大學,員工6000人,82er8,www.104.com.tw/job/82er8?jobsource=jolist_b_relevance
8/31,營運功能單位 軟體研發中心-雲端運算/後端軟體設計工程師(台南),光寶科技股份有限公司,台南市安平區,待遇面議,"1. 後端軟體設計開發(熟悉至少一項程式語言: Nodejs, Python, Go,Java ...etc)2. 雲端服務測試、佈署，具Public Cloud Service(AWS/GCP/Azure)設計和實行解決方案經驗3. AI模",台南市安平區,5年以上,大學,上市上櫃,7vg3v,www.104.com.tw/job/7vg3v?jobsource=jolist_b_relevance
9/05,系統維運工程師,嘉興資訊顧問有限公司,台中市西區英才路512號3樓,"37,000",＊ 線上突發狀況問題排除。＊ 設備服務的監控和維護。＊ 針對須監控之項目，設定或開發相對應機制或工具。＊ 釐清客戶的技術需求和問題。＊ 能向客戶解說自家產品的功能、應用與技術相關資訊。＊ 判斷技術問題回報給內部產品團隊，協助更新優化。＊ 與 RD、QA 合作，優化系統程序與問題改善。＊ 除本薪外，依值班班別另配有值班津貼。＊ 輪班職務，休假天數比照當月假日天數。,台中市西區,經歷不拘,專科,員工20人,6y95u,www.104.com.tw/job/6y95u?jobsource=jolist_b_relevance
9/07,【風險諮詢】營運數據分析與資料視覺化顧問－高雄所、台北所,勤業眾信聯合會計師事務所,高雄市前鎮區成功二路88號3樓,待遇面議,1.	訪談了解企業企業營運風險數據分析需求，實作及佈署數據分析與機器學習模型。2.	運用數據分析、機器學習技術協助客戶偵測、預測企業營運風險。3.	使用工具將數據分析結果進行可視化的設計與儀表板建置。4.	協助數據分析、機器學習與視覺化工具專案開發、導入與維護。,高雄市前鎮區,經歷不拘,大學,員工3900人,7kkk2,www.104.com.tw/job/7kkk2?jobsource=jolist_b_relevance
9/04,軟體工程師,日陞空間資訊股份有限公司,台南市永康區中華路425號11樓之2,"35,000",協助開發程式並研究須有獨立開發能力<具備以下概念尤佳>1.GIS地理資訊系統2.C#或Python開發經驗3.影像匹配4.多執行續處理.AI學習影像辨識,台南市永康區,1年以上,專科,員工80人,7yjyo,www.104.com.tw/job/7yjyo?jobsource=jolist_b_relevance
9/05,專案工程師,國立成功大學_數位生活科技研發中心,台南市東區國立成功大學資訊工程系數位生活科技研發中心,"33,000",能與團隊良好溝通熟悉C語言程式開發，能靈活運用指標熟悉網頁撰寫，PHP、MySQL、Java script、Python具備以框架開發PHP的經驗尤佳熟悉使用Git版本控制[薪資待遇] 依國立成功大學專案工作人員薪點支給待遇標準聘任,台南市東區,經歷不拘,大學,遠端工作,5c7jc,www.104.com.tw/job/5c7jc?jobsource=jolist_b_relevance
8/31,Data Engineer 資料工程師 (台中),微碧愛普科技有限公司,台中市北區中清路一段447號19樓之1A,"50,000","上數據產品相關工作經驗。2. 熟悉Python。3. 具Data infra所需工具實作經驗（PySpark, Airflow, Kafka）。4. 具有構建ETL/ELT, Batch processing, Streaming",台中市北區,1年以上,專科,員工31人,7vb5f,www.104.com.tw/job/7vb5f?jobsource=jolist_b_relevance
9/07,DV(Design Verification)工程師,瑞鼎科技股份有限公司,台南市中西區民生路二段307號10樓,待遇面議," verification methodology such as VMM, OVM, or UVM.6. Scripting experience using scripting languages like Perl and Python.",台南市中西區,經歷不拘,碩士,員工850人,7gxse,www.104.com.tw/job/7gxse?jobsource=jolist_b_relevance
9/05,程式軟體工程師,永大杉綠能科技股份有限公司,高雄市苓雅區自強路三路,"50,000",端伺服器。技能需求：1. 程式開發。1a. PHP（會 Laravel 者佳）。1b. Javascript （會 Node.js 者佳）。1c.會 C/C++/Python 者尤佳。2. 瞭解 Linux 系統管理、網路架構、網路運,高雄市苓雅區,3年以上,大學,員工50人,83gu7,www.104.com.tw/job/83gu7?jobsource=jolist_b_relevance
9/01,RD 後端工程師,長佳智能股份有限公司,台中市西區台灣大道二段573號8樓,"40,000",1.	網頁後端開發（Python FastAPI、Flask）2.	API開發與設計（RESTFul、gRPC等）3.	資料庫設計（PostGreSQL、NoSQL）4.	Task Queue（RabbitMQ、Redis）,台中市西區,2年以上,大學,員工70人,7ot3p,www.104.com.tw/job/7ot3p?jobsource=jolist_b_relevance
5/18,後端工程師,永鼎數位科技有限公司,台中市西區台灣大道二段285號,"40,000",1.遊戲後端伺服器及API開發與維護。2.後台管理介面的開發與維護。3.基本GIT版本控制使用經驗。4.技術文件撰寫。需求條件：1.熟悉下列任一程式語言：JavaScript、C#、Python、PHP、Node.js。2.具備獨立,台中市西區,2年以上,大學,,76l80,www.104.com.tw/job/76l80?jobsource=jolist_b_relevance
