日期,工作名稱,公司名稱,公司地址,薪資,工作內容,地區,經歷,學歷,公司人數,文章編號,工作網址
9/04,專案組系統整合暨研發工程師,采易資訊系統股份有限公司,台中市西屯區黎明路二段895之一號,"35,000",(必要).熟Java(必要)以下為優選:6.熟Python7.熟Vmware、網路、Hyper-v..等系統(優先錄取選項)8.熟Perl.Rest API各種不同系統介接需求(優先錄取選項)9.熟MySQL.MS-SQL資料庫管理,台中市西屯區,經歷不拘,專科,員工25人,7htg6,www.104.com.tw/job/7htg6?jobsource=jolist_a_relevance
8/31,軟體工程師,源昇整合方案智財股份有限公司,台中市西屯區河南路一段170號5樓-3,"50,000",PHP、PYTHON ，熟悉資料庫、AWS,台中市西屯區,經歷不拘,高中,員工30人,7eju1,www.104.com.tw/job/7eju1?jobsource=jolist_a_relevance
9/07,AI演算法工程師,大立光電股份有限公司,台中市南屯區精科路11號,待遇面議,1. 機器視覺暨AI演算法開發實作2. AI演算法的設計和應用,台中市南屯區,經歷不拘,碩士,上市上櫃,6b5x2,www.104.com.tw/job/6b5x2?jobsource=jolist_a_relevance
9/05,電控韌體工程師,車王電子股份有限公司,台中市大雅區中清路4段85號,待遇面議,1.電動工具控制，依工具功能撰寫程式2.BLDC馬達驅動控制與研究 3.MCU功能評估與驗證,台中市大雅區,經歷不拘,專科,上市上櫃,6fdvl,www.104.com.tw/job/6fdvl?jobsource=jolist_a_relevance
9/01,資料工程師,信福開發國際有限公司,台中市西屯區市政北二路236號29樓之1,"35,000",1. 需求分析及規劃資料萃取、資料轉置、資料清理 2. 建立data pipeline及資料品質之監控管理機制 3. 優化資料庫效能與調整架構 4. 雲端儲存設備、雲端資料庫及分析系統建置與基本維護. 其他主管交辦事項,台中市西屯區,1年以上,大學,,83lv7,www.104.com.tw/job/83lv7?jobsource=jolist_a_relevance
9/06,數值工程師,禾碩資訊股份有限公司,台中市西屯區市政北二路282號8樓之9,"45,000",【工作簡述】1. 市場分析2. 數值理論模型計算3. 數值程式設計與撰寫4. 遊戲數據驗證. 數據資料分析與優化【需求條件】1. 熟悉Excel函數之製作遊戲數學模型2. 有線代、機率、統計、離散幾何概念【加分條件】1. 有Golang程式開發經驗2. 有數據分析實作經驗3. 熟悉排列組合、機率理論，具良好的數理邏輯及分析能力4. 良好溝通與邏輯能力,台中市西屯區,1年以上,大學,員工45人,81w74,www.104.com.tw/job/81w74?jobsource=jolist_a_relevance
9/05,AOI影像演算法工程師,宇隆科技股份有限公司,台中市梧棲區經二路59號,待遇面議,1.AOI系統模組開發2.AOI視覺影像設計3.AOI演算法程式編撰4.AOI優化降低誤判率 . AOI設備維護 6. 程式測試 7. 諳C++、Python,台中市梧棲區,1年以上,大學,員工1700人,74q0r,www.104.com.tw/job/74q0r?jobsource=jolist_a_relevance
9/01,AI工程師,長佳智能股份有限公司,台中市西區台灣大道二段573號8樓,"50,000",1.資料處理與模型建立（訊號處理、影像處理、資料庫語法、資料庫規劃、機器學習、深度學習、NLP、NLU、技術文件撰寫、等）2.AI技術研發3.模型與系統優化與最佳化4. 其它主管交辦事項。,台中市西區,2年以上,碩士,員工70人,6qa4t,www.104.com.tw/job/6qa4t?jobsource=jolist_a_relevance
9/05,(資深) 後端工程師 Jr./ Sr. Backend Engineer,旺德賽斯科技股份有限公司,台中市西屯區朝富路213號32樓,"40,000",Python或NodeJS也可。3.熟悉OOP與Design Patterns。4.具備良好的溝通表達能力及團隊合作精神 。.喜歡挑戰，解決各式問題。6.有自我學習能力，快速吸收新知識。【希望你具有的特質】1. 有工作熱忱，強烈的,台中市西屯區,3年以上,大學,員工70人,74ol5,www.104.com.tw/job/74ol5?jobsource=jolist_a_relevance
9/07,C-*流通產業*系統開發/維護工程師(台北總部/台中大里中軟園區),鼎新電腦股份有限公司,台中市大里區中興路一段161號,"34,000",DHTML、T-SQL(必要項)、Python(加分項),台中市大里區,經歷不拘,大學,員工1800人,7wi41,www.104.com.tw/job/7wi41?jobsource=jolist_a_relevance
8/29,維運工程師,發條橘子科技股份有限公司,台中市烏日區高鐵五路156號10樓之3,"37,000",1. 負責平台監控與告警處理。2. 對於系統異常，進行初步的問題判斷與解決，追蹤並回報處理狀況。3. 瞭解熟悉系統之功能，能回應解決客戶提出之詢問，並提供相關的系統操作與技術支援。4. 相關系統文件撰寫及維護。. 線上系統突發狀況問題排除。,台中市烏日區,經歷不拘,大學,員工25人,7cc16,www.104.com.tw/job/7cc16?jobsource=jolist_a_relevance
9/05,AOI影像資深工程師,星歐光學股份有限公司,台中市南屯區工業區23路14號2樓,待遇面議,1. 協助開發軟體新技術與新工具，管理開發專案之流程2. AOI自動光學檢測設備光機系統之設計及整合應用(相機、燈源、外部硬體...等) 3. 規劃、執行與維護量產的產品並測試與驗證系統功能相容性、效能、可靠度等。4. 影像相關軟體系統整合,台中市南屯區,經歷不拘,碩士,員工100人,831tc,www.104.com.tw/job/831tc?jobsource=jolist_a_relevance
9/01,【生產製造】影像軟體工程師-台中廠-R10,友達光電股份有限公司,台中市西屯區中科路1號,待遇面議,"1.軟體開發（熟悉Visual Studio VB, C++ MFC, Java, Embarcadero Delphi, C++ builder, Linux）2.進行電腦通訊控制, RS232, LAN, I2C, SPI, RS422, RS4853.電腦影像處理AOI, Matrox MIL, Halcon, OpenCV, OpenCL, CUDA 4.相機操作，CameraLink, GigE, USB與Webcam, 傳統類比CCD 介面",台中市西屯區,經歷不拘,碩士,上市上櫃,7ptt6,www.104.com.tw/job/7ptt6?jobsource=jolist_a_relevance
9/05,BU00-SRE工程師 (台中/高雄),博星數位股份有限公司,台中市西屯區朝富路213號22A6,"45,000",1.提升團隊開發效率，建立 CI/CD 工具與流程。2.負責系統發佈、部屬、優化、監控、日誌等系統和流程的建立。3.優化雲端伺服器服務和技術架構滿足業務增長。4.協助開發團隊定位排除生產環境的問題。• 此工作職缺的上班地點可選擇在高雄市左營區或台中市西屯區,台中市西屯區,經歷不拘,專科,員工90人,7rwjg,www.104.com.tw/job/7rwjg?jobsource=jolist_a_relevance
9/07,產品品質分析工程師,東昇休閒有限公司,台中市北屯區,"34,000",1.  根據維修資料分析維修效率與事件分析，找出提升工作效率之方法2.  根據以往維修經驗，建立預防保養的機制3.  執行需求及數據分析 4.  提供資訊視覺化及說明分析 .  交接系統優化6.  維修更換料件及新品料件品質分析,台中市北屯區,經歷不拘,大學,員工50人,821uv,www.104.com.tw/job/821uv?jobsource=jolist_a_relevance
9/06,程式設計師(台中),坤眾科技股份有限公司,台中市西屯區(依照公司規定分派),"32,000",1. 具備程式開發經驗，熟悉C#者佳。2. 關聯式資料庫(MS SQL、ORACLE…至少一種)或SQL語法使用經驗。3. 熟悉(javascript、CSS、Vue(佳))4. 工作態度積極並具備責任感。. 學習意願強並樂於與人溝通。,台中市西屯區,經歷不拘,大學,員工30人,6jdo7,www.104.com.tw/job/6jdo7?jobsource=jolist_a_relevance
9/04,【生產製造】智慧製造工程師-后里廠-R10,友達光電股份有限公司,台中市后里區馬場路1號,待遇面議,1.以機器及深度學習改善工廠生產2.整合製程數據進行深度學習模型建構3.協助智慧製造專案開發與廠區平行展開   (生產排程優化、設備預警、良率提升、影像識別等),台中市后里區,經歷不拘,碩士,上市上櫃,6plpw,www.104.com.tw/job/6plpw?jobsource=jolist_a_relevance
9/05,研發影像工程師,星歐光學股份有限公司,台中市南屯區工業區23路14號,"35,000",1.數位影像軟體開發。2.影像開發平台整合開發測試。,台中市南屯區,經歷不拘,大學,員工100人,7gzvi,www.104.com.tw/job/7gzvi?jobsource=jolist_c_relevance
9/07,C-*流通產業*系統開發/維護工程師(台北總部/台中大里中軟園區),鼎新電腦股份有限公司,台中市大里區中興路一段161號,"34,000",DHTML、T-SQL(必要項)、Python(加分項),台中市大里區,經歷不拘,大學,員工1800人,7wi41,www.104.com.tw/job/7wi41?jobsource=jolist_c_relevance
8/29,維運工程師,發條橘子科技股份有限公司,台中市烏日區高鐵五路156號10樓之3,"37,000",1. 負責平台監控與告警處理。2. 對於系統異常，進行初步的問題判斷與解決，追蹤並回報處理狀況。3. 瞭解熟悉系統之功能，能回應解決客戶提出之詢問，並提供相關的系統操作與技術支援。4. 相關系統文件撰寫及維護。. 線上系統突發狀況問題排除。,台中市烏日區,經歷不拘,大學,員工25人,7cc16,www.104.com.tw/job/7cc16?jobsource=jolist_c_relevance
9/04,【生產製造】智慧製造工程師-后里廠-R10,友達光電股份有限公司,台中市后里區馬場路1號,待遇面議,1.以機器及深度學習改善工廠生產2.整合製程數據進行深度學習模型建構3.協助智慧製造專案開發與廠區平行展開   (生產排程優化、設備預警、良率提升、影像識別等),台中市后里區,經歷不拘,碩士,上市上櫃,6plpw,www.104.com.tw/job/6plpw?jobsource=jolist_c_relevance
9/05,AOI影像資深工程師,星歐光學股份有限公司,台中市南屯區工業區23路14號2樓,待遇面議,1. 協助開發軟體新技術與新工具，管理開發專案之流程2. AOI自動光學檢測設備光機系統之設計及整合應用(相機、燈源、外部硬體...等) 3. 規劃、執行與維護量產的產品並測試與驗證系統功能相容性、效能、可靠度等。4. 影像相關軟體系統整合,台中市南屯區,經歷不拘,碩士,員工100人,831tc,www.104.com.tw/job/831tc?jobsource=jolist_c_relevance
9/05,BU00-SRE工程師 (台中/高雄),博星數位股份有限公司,台中市西屯區朝富路213號22A6,"45,000",1.提升團隊開發效率，建立 CI/CD 工具與流程。2.負責系統發佈、部屬、優化、監控、日誌等系統和流程的建立。3.優化雲端伺服器服務和技術架構滿足業務增長。4.協助開發團隊定位排除生產環境的問題。• 此工作職缺的上班地點可選擇在高雄市左營區或台中市西屯區,台中市西屯區,經歷不拘,專科,員工90人,7rwjg,www.104.com.tw/job/7rwjg?jobsource=jolist_c_relevance
9/07,產品品質分析工程師,東昇休閒有限公司,台中市北屯區,"34,000",1.  根據維修資料分析維修效率與事件分析，找出提升工作效率之方法2.  根據以往維修經驗，建立預防保養的機制3.  執行需求及數據分析 4.  提供資訊視覺化及說明分析 .  交接系統優化6.  維修更換料件及新品料件品質分析,台中市北屯區,經歷不拘,大學,員工50人,821uv,www.104.com.tw/job/821uv?jobsource=jolist_c_relevance
8/01,QA測試人員,享奕軟體開發有限公司,台中市北區立人里陝西路108號3樓之1,"35,000","1.規劃測試計畫與測試案例(tescse2.測試與驗證系統功能、相性、效能、壓力承、可靠度等。3.建立測試環境,撰寫、維護、改善試程。4.分析測試資料、釐清問題、提出改善建議,並撰寫測試報告。.維護相關測試設備。6.測試與驗證系統問題。7.發行與管理測試相關文件。",台中市北區,1年以上,專科,員工30人,81f7o,www.104.com.tw/job/81f7o?jobsource=jolist_c_relevance
9/06,程式設計師(台中),坤眾科技股份有限公司,台中市西屯區(依照公司規定分派),"32,000",1. 具備程式開發經驗，熟悉C#者佳。2. 關聯式資料庫(MS SQL、ORACLE…至少一種)或SQL語法使用經驗。3. 熟悉(javascript、CSS、Vue(佳))4. 工作態度積極並具備責任感。. 學習意願強並樂於與人溝通。,台中市西屯區,經歷不拘,大學,員工30人,6jdo7,www.104.com.tw/job/6jdo7?jobsource=jolist_c_relevance
9/05,【資訊板塊】QA/QC工程師(數數發， DDT)(台中),國泰世華商業銀行股份有限公司_人力資源部,台中市烏日區,待遇面議,1. 負責東南亞數位金融 Web／API／Mobile App的各項功能需求類別，進行業務上與技術面的軟體測試 Software Quality Assurance 工作。2. 透過需求設計與系統規格書等資訊，設計、撰寫並執行測試計畫與各類型測試案例。3. 針對各類金融交易 Web／API／Mobile App 執行測試工作、缺陷追蹤與提供測試報告等。4. 維護 QA 相關系統或工具程式 ex. 測試案例管理、缺陷追蹤與自動化測試工具之類。,台中市烏日區,2年以上,大學,員工9000人,763wb,www.104.com.tw/job/763wb?jobsource=jolist_c_relevance
9/06,研發測試工程師(研發中心),彥豪金屬工業股份有限公司,台中市西屯區市政北二路238號23樓B2(鼎盛大樓),"40,000",1.	設計與實施測試計劃，專注於新產品開發。2.	與研發工程師密切合作，主導測試治具與器材的設計與製作。3.	擬定並實施測試標準。4.	分析測試數據，並編制專業的測試報告，包括Excel分析和圖表。.	與機械和電控工程師進行討論，共同確定最適合的測試方法。,台中市西屯區,3年以上,專科,員工880人,74p38,www.104.com.tw/job/74p38?jobsource=jolist_c_relevance
9/05,☆ SEO Specialist☆,立瀅管理顧問有限公司,台中市西屯區市政北二路238號13樓之3,待遇面議,"★ 如果你擅長運用數位工具組合，並且積極且靈活地規劃行銷活動執行與成效追蹤。     那你/妳就是我們要找的人！!歡迎與我們聯絡！！【工作內容】 1.架設網站,優化網站,並於各類網站後台，進行搜尋引擎優化設定2.進行關鍵詞研究和分析，並優化網站內容標題等元素,為網站整體運營目標增加流量3.關注其他網站SEO策略，結合公司相關資訊，提出合理化建議及應對措施。 4.制定並執行SEO策略及優化.與內部團隊協作，包括內容營銷團隊、網站開發團隊等，確保網站的SEO持續優化6.追蹤分析並制定網站SEO KPI指標【加分條件】1.英文佳優先2.所需程式技能:Html/Css/Js/php/mysql(至少要2-3個會使用)3.需會Wordpress等架站工具4.SEO工具 ( Google Analytics, Google Tag Manager, SEMrush, Ahrefs, Screaming Frog等等)尤佳**SEO架站與優化技術佳者,薪資可另議**",台中市西屯區,經歷不拘,高中,,7gawy,www.104.com.tw/job/7gawy?jobsource=jolist_c_relevance
9/07,車輛管理平台維運工程師(台中),華德動能科技股份有限公司,台中市大里區科技路168號4樓之1(台中軟體園區),待遇面議,1.車隊管理平台資料庫維運2.車隊管理平台設計開發及維運3.車輛資料分析、資料視覺化彙總解析4.專案執行.車載軟體發行及管制6.其他主管交辦事項,台中市大里區,經歷不拘,專科,員工220人,81e6k,www.104.com.tw/job/81e6k?jobsource=jolist_c_relevance
9/05,【台中】SRE系統可靠性工程師,今網智慧科技股份有限公司,台中市北區太原北路130號10樓,待遇面議,"你是否渴望成為一名優秀的SRE系統可靠性工程師？我們正在尋找充滿激情和創造力的人才，加入我們的團隊，一同挑戰GCP架構的極限，提供可靠且高效的服務。作為一家領先的科技公司，我們在公有雲領域取得了巨大的成就。我們的平台目標是構建高度可靠且可擴展的系統架構。作為SRE系統可靠性工程師，你將成為這個目標實現的關鍵角色。我們正在尋找擁有以下技能和特質的伙伴：1.具備扎實的技術基礎：熟悉公有雲GCP架構，包括但不限於虛擬化、容器化、自動化等技術。對於系統性能優化和故障排除有深入的理解。2.強大的問題解決能力：能夠迅速識別並解決複雜的系統問題，具備良好的邏輯思維和數據分析能力。能夠在壓力下保持冷靜，並找到最佳解決方案。3.自主學習和持續改進：積極主動地追求新知識和技術，並將其應用於工作中。熱衷於學習最新的公有雲技術和最佳實踐，不斷提升自己的技能水平。4.優秀的團隊合作能力：善於與不同專業背景的團隊成員合作，具備良好的溝通和協調能力。能夠在快節奏的環境中與團隊合作，共同實現目標。.創新思維和創業精神：勇於面對挑戰，積極提出新的想法和解決方案。對於技術和業務的創新有敏銳的嗅覺，並有推動變革的動力。如果你對於挑戰GCP架構的可靠性和可擴展性充滿熱情，並且渴望成為一名頂尖的SRE系統可靠性工程師，我們誠摯地邀請你加入我們的團隊。在這裡，你將有機會與一流的專業人才合作，學習和成長，同時也能夠為平台提供卓越的解決方案。讓我們攜手並肩，共同開創智生活的未來！我們期待與您會面，一同創造觸手可及的美好生活！[主要工作說明]1.負責產品的系統建置與技術維運工作, 保障產品整體高效能高可用狀態2.負責Infra 的自動化部署產品，提供RD/QA測試環境3.負責Linux Ubuntu/Docker/Windows Server 2012-2019 相關應用[希望您具備以下條件]1.熟Docker有Kubernetes技術 尤佳2.Google Cloud Platform管理經驗(VPC、LoadBalance、Compute Engine、Cloud run、Kubernetes...等) 尤佳3.有DevOps CI/CD觀念與工具應用經驗(Azure DevOps)及腳本語言撰寫能力 尤佳4.有分散式系統、Micro Service 、Container 、Serverless等架構經驗 尤佳[團隊訓練]1.定期舉辦內部/外部技術研討與訓練2.定期內部/外部教育訓練3.享有豐富線上教育系統資源(skill/flow)",台中市北區,經歷不拘,專科,員工370人,7ef8j,www.104.com.tw/job/7ef8j?jobsource=jolist_c_relevance
9/04,【台中】Information Security Analyst 資安事件分析師,如梭世代股份有限公司,台中市西屯區,"40,000",■ 工作內容1. 協助資安事件調查及撰寫文件2. 負責客戶端的問題反應及追蹤案件■ 基本條件1. 良好溝通與報告架構規劃能力、具備邏輯思考與解決問題能力2. 認真負責有熱誠、抗壓性與執行力強3. 對新技術能主動積極學習與獨立作業■ 必要條件1. 熟悉Window系統2. 熟悉Linux base系統配置與問題排查（如: Nginx、Docker…等）3. 有資安事件調查處理經驗,台中市西屯區,1年以上,專科,遠端工作,7jlnm,www.104.com.tw/job/7jlnm?jobsource=jolist_c_relevance
9/07,全端工程師-先進機器人開發,大立光電股份有限公司,台中市南屯區精科路11號,待遇面議,"此職務會結合不同專長的人才開發能在工作環境自主移動並協同工作人員完成任務的機器人。需要具全端開發背景並對下列一個或多個領域有興趣：Electrical design, Mechanical design, Algorithm design, Autonomous control, Kinematics, Dynamics, Robotic Manipulation, Motion Planning, Artificial intelligence, Computer vision, Machine learning, Localization, Mapping, Navigation, Motion Control.",台中市南屯區,經歷不拘,大學,上市上櫃,7xkom,www.104.com.tw/job/7xkom?jobsource=jolist_c_relevance
9/05,資訊室程式設計師(工作地點：台中慈院）,佛教慈濟醫療財團法人,台中市潭子區豐興路一段66號,"33,500",◆資訊室程式設計師(工作地點：台中慈院）1.大學(含)以上，資訊或醫療資訊相關科系畢業。2.精網頁開發技術、系統分析、設計與維護，熟Python、Java者佳。3.熟悉SQL語法，精PostgreSQL、Oracle者佳。 4.具學習力、,台中市潭子區,經歷不拘,大學,,7x7cl,www.104.com.tw/job/7x7cl?jobsource=jolist_c_relevance
9/06,量化策略與金融大數據工程師,全富數位有限公司,台中市北區崇德路一段631號17樓之3,"40,000",1、量化交易相關資料庫的維運2、量化交易模組的開發及維運3、投資策略因子分析，包括找尋新因子、建構策略4、協助維護公司量化交易系統，包括交易策略、風險控制、交易盈虧計算、責任心強、擅於學習、具有獨立分析並解決問題的能力6、了解交易策略建構、回測、評估者佳7、熟悉資料分析、統計學理論和演算法、機器學習者佳,台中市北區,經歷不拘,學歷不拘,員工100人,7q9k6,www.104.com.tw/job/7q9k6?jobsource=jolist_c_relevance
8/31,軟體開發工程師(台中地區),英特崴股份有限公司,台中市南屯區文心路一段540號4樓之1,"40,000",你想加入亞洲第一牙科設計軟體開發團隊嗎?我們邀請你加入英特崴大家庭!不管你是剛畢業的新鮮人還是想轉換跑道的好手。我們有能力讓你在三個月內開始獨自開發CAD軟體。只要你有心、好學、有衝勁，歡迎你來成為我們的一員。【數位軟體之程式設計及撰寫】,台中市南屯區,經歷不拘,大學,員工30人,7z6ob,www.104.com.tw/job/7z6ob?jobsource=jolist_c_relevance
9/06,DAA-技術/業務支援工程師,騰曜網路科技股份有限公司,台中市南屯區公益路二段51號7樓,待遇面議,"▲工作內容     1. 協助自有資安產品測試、建置部署及障礙排除相關技術支援。     2. 協助撰寫產品操作、教育訓練等相關技術文件。     3. 客戶端資安事件分析、資安報告撰寫及解決方案說明。     4. 協助客戶進行事件調查，滲透測試與弱點分析。     5. 應專案類型不同會在客戶端支援服務。▲工作技能     1. 二年以上資訊安全領域經驗。     2. 熟悉TCP/IP Protocol 及網路架構。     3. 熟悉Linux、Windows系統操作。     4. 熟悉安全產品建置及除錯等相關事務，網路與端點安全相關產品或解決方案等。     5. 曾撰寫分析報告。 (Firewall, URL, IPS, WAF, EDR/MDR, Antivirus等)希望投入資安領域，有熱忱，想學習資安相關技術以及分享的夥伴加入。",台中市南屯區,2年以上,學歷不拘,,7m47d,www.104.com.tw/job/7m47d?jobsource=jolist_c_relevance
8/11,通訊軟體測試工程師  (台中),美商迪爾亞科技股份有限公司台灣分公司_D2 Technologies Inc.,台中市西屯區,待遇面議, and VoIP Job Requirements:1. Familiar with bash script2. Familiar with Python programming3. Familiar with setup &,台中市西屯區,經歷不拘,大學,外商公司,7oqrf,www.104.com.tw/job/7oqrf?jobsource=jolist_b_relevance
8/31,機器視覺應用工程師(中部),弘翔精密科技股份有限公司,台中市大里區國光路二段702號11樓,待遇面議,1. 學習使用Aurora Vision AOI+AI影像軟體並指導客戶完成專案;2. 樣品光學取像及軟體評估;3. 協助客戶技術問題排除;4. 技術問題匯整及歸納;. 主管交辦事項;*歡迎想要擁有一技之長的你加入**公司有提供完整的教育訓練*,台中市大里區,經歷不拘,專科,員工12人,7x53l,www.104.com.tw/job/7x53l?jobsource=jolist_b_relevance
9/05,AI工程師,億集創見應用科技股份有限公司,台中市西區臺灣大道二段239號7樓之4,待遇面議,"【工作內容】1. 了解AI/ML深度學習演算法，並有能力針對模型底層進行修改及優化2. 熟悉且能應用各種開源(Opensource)3. 熟悉深度學習工具。(如Tensorflow, Pytorch等)",台中市西區,經歷不拘,大學,員工50人,7m790,www.104.com.tw/job/7m790?jobsource=jolist_b_relevance
9/05,硬體系統整合工程師,馬森科技股份有限公司,台中市南屯區大墩五街306號,"58,000","1.開發嵌入式系統之硬體以及跳躍式思維。2.規劃執行軟體架構及模組設計，並控管設計進度。3.進行硬體與韌體之測試與修改，並收斂量產測試與成本控制。4.規劃、執行與維護量產的產品, 包含電路layout. MCU編譯。.協助研發新技術. 新演算法. 新工具。",台中市南屯區,5年以上,碩士,員工28人,7c306,www.104.com.tw/job/7c306?jobsource=jolist_b_relevance
9/01,軟體工程師,大銀微系統股份有限公司_HIWIN MIKROSYSTEM,台中市南屯區精科中路6號,待遇面議,1. 嵌入式系統韌體開發與設計2. 嵌入式系統整合與維護3. DevOps整合與維護* 保障年薪14個月,台中市南屯區,經歷不拘,大學,員工630人,6tc3t,www.104.com.tw/job/6tc3t?jobsource=jolist_b_relevance
9/03,機器人自動化工程師,博鈞科技股份有限公司,台中市西屯區文心路三段241號12樓-5,"30,000",1. 服務型機器人及工廠自動搬運機器人研發2. 機器人自動化程式開發及維護3. 機器人人機介面軟體開發,台中市西屯區,經歷不拘,大學,員工20人,7myxe,www.104.com.tw/job/7myxe?jobsource=jolist_b_relevance
9/05,研發影像工程師,星歐光學股份有限公司,台中市南屯區工業區23路14號,"35,000",1.數位影像軟體開發。2.影像開發平台整合開發測試。,台中市南屯區,經歷不拘,大學,員工100人,7gzvi,www.104.com.tw/job/7gzvi?jobsource=jolist_b_relevance
9/06,程序自動化工程師-R1,PMC_財團法人精密機械研究發展中心,台中市西屯區工業區三十七路27號,"40,000",1.機電整合、程序自動化相關工作開發。2.工作排程與分配演算法開發。3.政府計畫面相關工作執行。,台中市西屯區,經歷不拘,碩士,員工250人,6utal,www.104.com.tw/job/6utal?jobsource=jolist_b_relevance
9/04,全端.Net工程師,安卓資訊股份有限公司,台中市西屯區永福路22巷26號1樓,待遇面議,- 3年以上系統開發經驗- 熟悉MS SQL或postgreSQL資料庫- 具EIP ，電子表單，薪資系統，排班相關模組功能開發經驗者佳- 熟  C# ，.net core 5.0開發- 熟 ASP.net MVC 、WEB FORM開發- 熟前端開發框架工具尤佳  如 Vue 3   TypeScript- 具有溝通協調能力，與客戶訪談及撰寫SA/SD  文件之能力- 數學邏輯能力強，善計算各類複雜運算公式- 學習新技術能力強，並具有解決問題能力。,台中市西屯區,3年以上,專科,遠端工作,7old0,www.104.com.tw/job/7old0?jobsource=jolist_b_relevance
9/04,C/C++ Computer vision software engineer,奇美車電股份有限公司,台中市西區臺灣大道二段573號九樓B室,"38,000","1. 熟悉 物件偵測 / 識別 / 追蹤 (vehicle, pedestrian, face, etc.)2. 電腦視覺經驗，如物件距離估算，行為辨識等3. 影像相關演算法加速經驗 (OpenCL, multi-thread)4. 熟悉 C/C++程式撰寫. 熟悉 OpenCV / DLib等影像函式庫操作",台中市西區,經歷不拘,大學,員工80人,4qz6c,www.104.com.tw/job/4qz6c?jobsource=jolist_b_relevance
9/07,AOI自動化控制工程師,悟智股份有限公司,台中市西屯區科園路19號415室(中科 中興大學育成中心),待遇面議,針對新應用所需電控系統的規畫設計與實作開發熟稔PC-Based/PLC/機械手臂的開發與機構工程師在設計及開發階段有效溝通自動控制系統穩定度與故障分析,台中市西屯區,經歷不拘,大學,,7de45,www.104.com.tw/job/7de45?jobsource=jolist_b_relevance
9/07,視覺系統評估工程師,悟智股份有限公司,台中市西屯區科園路19號415室(中科 中興大學育成中心),待遇面議,擔任工程師與客戶間的橋樑，提供技術方面與產品導入客戶端的支援，確保產品能依需求及進度完成。光學系統評估：攝影機規格、鏡頭規格、缺陷打光驗證及實驗平台架設，進行AOI驗證。熟悉公司作業流程、產品、評估或業務上所需之相關工程知識回覆顧客應用技術的問題、回饋給相關單位，並提供產品技術諮詢撰寫並提供客戶正確的產品規格與應用資訊，以供客戶參考追蹤公司產品客戶端的進度，包括試用、試點、量產出貨等各階段客戶端的問題點，並加以收集、處理提供客戶測試工具，分析並解決量產時發生的問題負責技術支援文件的更新維護,台中市西屯區,經歷不拘,專科,,7b7ye,www.104.com.tw/job/7b7ye?jobsource=jolist_b_relevance
8/24,產品應用工程師,台灣脈動股份有限公司,"台中市大里區(大里軟體園區, S1智匯中心)","32,000",1. 協助客戶使用產品之技術諮詢級產品功能流程說明2. 提供客戶使用產品軟體樣品程式及產品問題回覆3. 提供對產品是用的方案規劃4. 提供客戶教育訓練服務,台中市大里區,1年以上,專科,員工40人,80r1h,www.104.com.tw/job/80r1h?jobsource=jolist_b_relevance
9/05,遊戲機率工程師(碩士),弈樂科技股份有限公司,台中市西屯區安和東路3號6樓,"44,000",**應徵時請附上Cover Letter (自薦信)、自傳**機率，與日常生活中「一切」事物息息相關，如降雨機率、猜拳輸贏、抽籤、發票兌獎等，在娛樂的遊戲中更是扮演著重要角色。你可曾好奇過，這些機率如何影響著人們的行為？你可曾思考過，改變這些機率，人們的選擇又會有什麼變化？機率，可以給生活帶來許多樂趣！你可有興趣，挑戰設計更多的機率模型帶給大家更多的娛樂？以下，是我們的工作內容：1. 遊戲設計設計遊戲玩法及規則2. 數學模型建立使用Excel建立遊戲數學模型，計算理論期望值撰寫模擬程式，產生分析、驗證需要數據，進行資料觀察3. 遊戲性調整數值參數設定調整，最佳化遊戲體驗職務要求1.	熟悉機率論、期望值計算、轉移矩陣2.	具備基礎程式編寫能力3.	喜愛遊戲，並熱衷研究遊戲參數4.	主動、積極、負責※工作待遇依個人經歷及專長等條件參考核定，如相關經歷豐富可議更優渥薪資，歡迎能力優秀的您應徵面談,台中市西屯區,經歷不拘,碩士,員工200人,6v4bo,www.104.com.tw/job/6v4bo?jobsource=jolist_b_relevance
9/05,［數位管理部］後端工程師,達佛羅股份有限公司,台中市大雅區德勝路318巷56號,待遇面議,■【後端工程師，您將負責】1.負責網頁後端程式開發2.負責API撰寫3.使用Python語言進行開發4.主管交辦事項,台中市大雅區,5年以上,專科,員工220人,82yxh,www.104.com.tw/job/82yxh?jobsource=jolist_b_relevance
9/06,資訊管理與安全維運特別助理,妙印精機股份有限公司,台中市東區建德街418巷2號,待遇面議,一、MES及SCM等系統導入及數位串流與系統商之資訊對口。二、ERP、MES、SCADA、SCM、PDM等資訊系統之維運。三、機房管理1.資訊安全維護。2.辦公室資訊軟體安裝和操作使用。      3.電腦、網路、弱電硬體檢修。4.系統操作與維運。   .虛擬化系統維運(VM、Hyper-V…等)。     6.機房維運與監控。  四、有專案管理經驗者，具PMP證照者佳。五、其他主管交辦事項。**工作地點未來須配合至霧峰新廠。,台中市東區,5年以上,大學,員工66人,833dm,www.104.com.tw/job/833dm?jobsource=jolist_b_relevance
